id,date_created,date_updated,description,discount_price,image_path,on_discount,price,title
191,2020-10-03 21:14:34,2020-12-27 16:55:59,Cascading Style Sheets (CSS) is a style sheet language used in web applications,2,,False,20,Beginners Guide To CSS
192,2018-07-18 03:37:41,2019-02-12 00:53:04,Cascading Style Sheets (CSS) is a style sheet language used in web applications,2,,False,20,Learn The Art of CSS
193,2020-12-05 02:06:35,2021-02-27 02:26:53,"Java is a class-based, object-oriented programming language.",2,,False,20,The Joy of Java
194,2018-08-14 11:48:32,2018-12-30 20:06:56,"Scala is a multi-paradigm, general-purpose programming language.",2,,False,20,Find A Career In Scala
195,2019-01-18 14:07:07,2019-05-19 05:30:47,Angular is a TypeScript-based open-source web application framework.,3,,False,30,Essential Angular
196,2020-08-17 03:58:12,2020-10-04 08:26:26,Amazon S3 a cloud-based storage service offered by AWS.,3,,True,30,An Illustrated Guide to S3
197,2018-04-28 19:44:10,2018-10-26 17:46:38,Microsoft Visual Studio is an integrated development environment (IDE) from Microsoft.,1,,False,10,40 Strategies To Master Visual Studio
198,2019-07-02 08:58:32,2020-06-23 09:35:03,"C++ is a low-level, general-purpose programming language.",4,,True,40,C++ Crash Course
199,2019-03-27 22:56:13,2019-10-05 21:05:49,Figma is a prototyping tool for user interfaces.,2,,False,20,The Figma Guide To Getting Ahead
200,2020-11-27 19:40:06,2020-12-20 18:54:18,Visual Studio Code is a free source-code editor from Microsoft.,4,,True,40,Visual Studio Code! Visual Studio Code!! Visual Studio Code!!!
